 População Residente - Brasil
População residente por Município e Faixa Etária
Período:2012
"Município";"Menor 1 ano";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Total"
"292040 MANOEL VITORINO";210;853;1257;1498;1471;2326;1845;1460;1206;933;555;334;13948
"292045 MANSIDAO";178;881;1315;1400;1465;2411;1595;1243;973;701;385;212;12759
"292050 MARACAS";315;1446;2168;2458;2595;4377;3223;2993;2224;1615;975;635;25024
"292060 MARAGOGIPE";615;2574;3582;3987;4179;8379;6702;5024;3468;2304;1495;805;43114
"292070 MARAU";323;1444;2070;2164;1932;3606;2543;2106;1412;921;508;183;19212
"292080 MARCIONILIO SOUZA";186;703;1002;1225;1216;1727;1310;1068;795;572;400;243;10447
"292090 MASCOTE";287;1038;1419;1658;1350;2277;1724;1535;1236;894;559;280;14257
"292100 MATA DE SAO JOAO";638;2710;3683;3885;3910;8471;6984;4710;3212;1838;987;499;41527
"292105 MATINA";207;767;1008;1186;1268;2047;1564;1176;897;632;390;200;11342
"292110 MEDEIROS NETO";316;1252;1787;2090;2011;3466;3002;2696;2002;1569;956;495;21642
"292120 MIGUEL CALMON";432;1635;2215;2592;2622;4600;3599;2943;2232;1676;1026;616;26188
"292130 MILAGRES";162;673;968;1110;1115;1860;1612;1214;877;669;460;274;10994
"292140 MIRANGABA";233;1066;1635;1850;1766;2811;2211;1760;1370;1044;578;282;16606
"292145 MIRANTE";106;572;904;976;1012;1746;1424;1049;807;687;400;219;9902
"292150 MONTE SANTO";813;3364;4969;5758;5322;8350;6751;5729;3845;3801;2031;1290;52023
"292160 MORPARA";103;505;775;842;839;1271;953;986;791;601;372;195;8233
"292170 MORRO DO CHAPEU";683;2501;3413;4032;3654;5771;4576;3892;2890;2017;1184;638;35251
"292180 MORTUGABA";176;623;816;1024;1176;1916;1490;1454;1157;923;633;341;11729
"292190 MUCUGE";139;683;960;951;1003;1938;1464;1126;757;569;346;209;10145
"292200 MUCURI";716;2617;3535;4149;3810;6770;5714;4346;2845;1518;849;360;37229
"292205 MULUNGU DO MORRO";195;853;1269;1402;1251;2158;1508;1174;837;590;334;172;11743
"292210 MUNDO NOVO";401;1599;2337;2791;2683;4309;3332;2620;1957;1400;909;529;24867
"292220 MUNIZ FERREIRA";115;392;508;646;698;1373;1206;920;623;466;271;156;7374
"292225 MUQUEM DE SAO FRANCISCO";236;872;1158;1301;1130;1833;1353;1003;685;496;267;99;10433
"292230 MURITIBA";381;1612;2350;2721;2785;5482;4444;3567;2355;1652;999;596;28944
"292240 MUTUIPE";246;1253;1876;1954;2014;4014;3207;2599;1953;1157;864;471;21608
"292250 NAZARE";481;1605;2071;2604;2630;5173;4255;3446;2242;1405;1014;528;27454
"292260 NILO PECANHA";195;852;1234;1369;1337;2402;1804;1359;1014;629;375;159;12729
"292265 NORDESTINA";156;767;1258;1444;1324;2128;1579;1269;944;806;482;301;12458
"292270 NOVA CANAA";219;1005;1493;1592;1412;2335;2172;1991;1532;1096;784;439;16070
"292273 NOVA FATIMA";89;390;591;695;733;1161;1173;1048;692;560;320;178;7630
"292275 NOVA IBIA";98;442;609;626;656;1193;942;748;579;340;234;103;6570
"292280 NOVA ITARANA";159;549;713;874;883;1238;993;773;569;376;254;182;7563
"292285 NOVA REDENCAO";80;468;762;810;816;1547;1127;826;586;561;288;182;8053
"292290 NOVA SOURE";391;1585;2392;2831;2460;3565;3207;2722;1918;1716;875;603;24265
"292300 NOVA VICOSA";705;2873;3972;4331;3971;6936;5781;4297;3167;1910;1066;526;39535
"292303 NOVO HORIZONTE";178;696;885;945;1009;2071;1470;1269;976;757;459;286;11001
"292305 NOVO TRIUNFO";162;876;1467;1629;1462;2903;2050;1742;1213;884;424;255;15067
"292310 OLINDINA";359;1640;2485;2746;2509;4248;3517;2744;1956;1504;946;446;25100
"292320 OLIVEIRA DOS BREJINHOS";279;1236;2002;2454;2378;3347;2643;2453;1733;1646;1060;582;21813
"292330 OURICANGAS";111;451;635;770;938;1610;1151;944;662;469;358;217;8316
"292335 OUROLANDIA";299;1238;1709;1820;1646;2967;2421;1699;1225;930;417;207;16578
"292340 PALMAS DE MONTE ALTO";267;1153;1708;2030;2230;3916;2919;2478;1863;1258;735;337;20894
"292350 PALMEIRAS";138;592;852;910;777;1420;1227;954;656;491;322;206;8545
"292360 PARAMIRIM";228;1055;1537;1722;1988;4090;3085;2616;1942;1425;903;635;21226
"292370 PARATINGA";529;2090;2828;3256;3565;5313;3658;2974;2277;1770;1022;571;29853
"292380 PARIPIRANGA";416;1599;2342;2912;2898;4571;3866;3342;2286;1867;1139;720;27958
"292390 PAU BRASIL";153;816;1210;1154;1014;1708;1329;1061;876;608;365;185;10479
"292400 PAULO AFONSO";1825;6924;9236;10481;10171;19448;17891;13417;9246;6529;3403;1622;110193
"292405 PE DE SERRA";192;809;1195;1402;1442;2127;1892;1683;1100;962;570;333;13707
"292410 PEDRAO";60;400;662;691;774;1164;888;760;552;460;338;244;6993
"292420 PEDRO ALEXANDRE";252;1248;1891;2001;1931;3029;2498;1707;1149;798;358;183;17045
"292430 PIATA";243;1081;1578;1734;1683;2624;2234;1862;1677;1234;827;480;17257
"292440 PILAO ARCADO";574;2507;3602;3900;3658;5741;4054;3182;2473;1881;1116;488;33176
"292450 PINDAI";184;850;1228;1384;1666;2877;2232;1807;1429;1028;655;355;15695
"292460 PINDOBACU";343;1418;1901;2004;1952;3333;2965;2202;1685;1243;592;371;20009
"292465 PINTADAS";162;572;825;1080;1073;1752;1373;1119;878;765;390;261;10250
"292467 PIRAI DO NORTE";220;736;917;1092;1021;1951;1274;1073;754;422;251;122;9833
"292470 PIRIPA";160;638;851;959;1044;2348;1916;1383;1112;973;562;273;12219
"292480 PIRITIBA";354;1505;2161;2361;2135;3675;3202;2586;1922;1566;910;530;22907
"292490 PLANALTINO";164;544;675;839;917;1681;1199;1007;796;574;352;196;8944
"292500 PLANALTO";352;1566;2275;2481;2423;4246;3357;2822;1989;1576;1053;487;24627
"292510 POCOES";727;3141;4342;4552;4391;7561;6100;4985;4029;2968;1943;1164;45903
"292520 POJUCA";512;2079;2801;3070;3144;7037;5962;4271;2634;1441;786;369;34106
"292525 PONTO NOVO";221;1061;1566;1671;1697;2676;2153;1536;1082;1043;542;276;15524
"292530 PORTO SEGURO";2501;10024;13542;14275;12030;25853;22460;14833;8902;4477;1927;818;131642
"292540 POTIRAGUA";140;608;869;969;1001;1633;1215;1072;799;545;343;166;9360
"292550 PRADO";502;2022;2889;3218;2698;4697;3839;3069;2235;1453;755;316;27693
"292560 PRESIDENTE DUTRA";221;862;1159;1299;1291;2295;2107;1773;1163;901;509;227;13807
"292570 PRESIDENTE JANIO QUADROS";148;666;1051;1264;1296;2140;1692;1475;1151;992;656;323;12854
"292575 PRESIDENTE TANCREDO NEVES";397;1743;2474;2664;2626;4868;3258;2439;1957;1107;597;387;24517
"292580 QUEIMADAS";353;1581;2335;2588;2544;3850;3295;2766;1981;1689;1003;617;24602
"292590 QUIJINGUE";392;1703;2633;3105;2924;4351;3545;3020;2145;1840;1022;677;27357
"292593 QUIXABEIRA";111;549;860;940;886;1617;1309;1023;866;748;376;229;9514
"292595 RAFAEL JAMBEIRO";268;1461;2318;2470;2473;3693;2769;2354;1992;1534;1014;570;22916
"292600 REMANSO";633;2672;3726;3996;3748;6618;5689;4479;3263;2496;1353;692;39365
"292610 RETIROLANDIA";203;754;993;1125;1060;2342;1864;1397;979;875;434;255;12281
